age,storeys,score,latitude,longitude,graffiti,cladding,grounds,walkways
56,20,68,43.6597215869,-79.429288288,4,3,3,3
66,4,68,43.6416349795,-79.47294432,5,3,4,3
37,17,74,43.6571573337,-79.4647771493,5,4,4,3
52,15,60,43.746959357,-79.513143818,3,3,4,4
58,16,69,43.6567631321,-79.4631452755,3,4,3,3
37,12,73,43.6566534832,-79.4636905093,5,4,4,3
132,3,66,43.663410889,-79.361416269,5,3,3,3
29,8,72,43.772909836,-79.2498185184,5,4,4,4
53,17,60,43.7893811504,-79.4481218058,5,2,3,3
53,18,64,43.7888747395,-79.4489791313,5,3,3,3
37,23,74,43.6575406896,-79.4645974423,5,4,4,3
37,11,59,43.7317363097,-79.6140657224,4,3,3,3
38,21,67,43.7801894874,-79.4110962225,5,3,4,3
39,19,64,43.7316900072,-79.6148713323,4,3,3,3
50,30,68,43.656888484,-79.465364295,5,3,4,3
59,9,76,43.7305583723,-79.2723812981,5,4,4,4
71,11,69,43.7056275086,-79.4260651529,5,3,3,3
57,8,71,43.594177992,-79.509613515,5,4,4,3
60,7,64,43.7715767413,-79.4441039119,5,3,3,3
63,3,69,43.5903826835,-79.5425008764,5,4,3,3
56,9,75,43.748015635,-79.487900293,5,4,4,3
63,8,63,43.7048987763,-79.5296017204,5,4,4,4
53,15,37,43.7801851032,-79.2301866878,2,2,1,2
65,7,83,43.739765597,-79.244887237,5,4,4,4
63,3,67,43.5900539633,-79.5420495238,5,4,3,3
63,3,67,43.699041127,-79.480211325,5,3,3,3
66,4,68,43.7048289088,-79.5282351349,5,4,3,3
54,12,63,43.7709438668,-79.4509600239,5,3,3,3
65,3,59,43.7124216861,-79.4606406052,4,3,3,3
52,6,68,43.729622459,-79.276709191,5,2,3,5
54,12,61,43.7701314471,-79.4494799439,3,3,3,3
61,7,73,43.731089491,-79.27051348,5,5,4,4
73,4,61,43.5886442481,-79.5434170167,5,3,3,2
68,3,57,43.5927138027,-79.5276951676,4,3,3,3
73,3,59,43.592678404,-79.527798887,4,3,3,2
68,4,59,43.743041447,-79.2825115341,4,4,2,2
63,6,82,43.7467361974,-79.2840523201,5,4,3,4
105,4,68,43.65533821,-79.374729991,5,4,3,3
93,3,63,43.685742821,-79.3945524551,5,3,3,3
58,12,73,43.684495214,-79.4010047716,5,3,4,3
59,14,72,43.714534767400004,-79.4292156084,4,3,3,3
13,10,81,43.7061847,-79.393224881,5,4,4,4
39,23,59,43.696553917,-79.488464036,4,3,3,3
43,23,57,43.698103059,-79.48903821,4,3,3,3
47,11,75,43.6375544172,-79.4328522141,5,4,3,3
61,4,73,43.697934721,-79.38501268,5,4,4,4
46,4,60,43.6952218624,-79.4479601796,3,3,3,3
68,4,67,43.6865568405,-79.422647444,3,3,3,3
96,4,59,43.6877852335,-79.4233040903,4,4,3,3
57,25,61,43.700783732,-79.34267244,3,3,2,3
89,4,69,43.6881730014,-79.4242567754,4,4,4,3
55,7,76,43.7448396549,-79.4897579443,5,4,4,4
62,7,65,43.7542817495,-79.2640565707,4,4,4,4
40,10,66,43.655490881,-79.3742822812,5,3,4,4
65,4,76,43.737360084,-79.492713493,5,4,4,4
65,4,79,43.736844271,-79.49297506,5,4,4,4
94,4,63,43.6842251422,-79.4217235507,4,3,2,3
57,15,71,43.669133539,-79.405620062,5,3,3,3
65,4,62,43.669364101,-79.407141875,5,3,3,3
96,4,69,43.6663961492,-79.3863015962,5,3,3,4
38,7,76,43.7043074064,-79.3469915731,5,3,4,4
41,15,66,43.6509721376,-79.3893617427,5,3,3,3
64,6,54,43.702708953,-79.344590225,4,4,3,3
63,10,77,43.6889519222,-79.3496273223,5,4,4,4
45,8,87,43.740755193,-79.246090296,5,5,4,4
56,4,78,43.7429249533,-79.24595788,4,4,4,4
68,3,69,43.6869650941,-79.420416441,5,3,4,4
60,9,77,43.7408614769,-79.3286037917,4,4,4,3
61,13,73,43.74157075,-79.328070218,5,4,4,3
64,8,66,43.6379895083,-79.4367678371,5,3,4,3
63,4,64,43.6505719581,-79.4757413114,5,4,3,3
61,12,77,43.7414398255,-79.3292349773,5,4,4,3
48,3,65,43.6595761764,-79.4801030062,4,4,2,3
58,16,77,43.706282514,-79.392569719,5,4,4,4
59,9,59,43.6730591704,-79.4935959279,5,3,3,3
53,19,65,43.729239154,-79.509192255,4,3,3,4
53,20,65,43.728487665,-79.509556463,3,4,3,2
66,3,57,43.6016913741,-79.5154841711,3,3,3,3
66,3,57,43.6018725092,-79.5155664231,3,3,3,3
70,3,73,43.5903216537,-79.5464760633,5,4,3,3
43,4,63,43.648895594,-79.362805101,5,3,2,3
43,8,65,43.649402507,-79.362697005,5,3,2,3
66,7,64,43.6385987342,-79.4361728843,4,3,4,3
61,6,74,43.7040551249,-79.3456519574,5,4,4,3
65,3,60,43.700297074,-79.5025588448,5,3,3,3
73,3,64,43.6159770796,-79.4891131322,4,3,3,3
100,4,56,43.6480530938,-79.4893694695,4,3,2,2
85,3,68,43.6475469436,-79.4904303476,5,4,4,3
83,4,63,43.6476402456,-79.4906914801,5,3,3,2
83,3,67,43.6673333722,-79.3809735781,5,3,3,4
73,3,70,43.6758876849,-79.3733881455,5,3,3,4
63,4,61,43.7270536549,-79.3169518381,5,3,3,3
63,6,64,43.7729614499,-79.444496063,5,3,4,4
54,14,60,43.770708386,-79.45171713,3,3,3,3
44,13,72,43.786028954,-79.204498435,5,4,3,4
56,3,63,43.6009938518,-79.5179299016,3,4,4,3
58,10,58,43.6937773713,-79.446160477,3,3,3,3
58,3,61,43.734150957,-79.2574811613,5,3,3,3
71,3,70,43.709488115,-79.402619009,5,4,4,3
93,3,61,43.6628515298,-79.4210660752,4,3,3,3
68,4,70,43.7390527397,-79.4243280269,5,4,4,3
58,7,59,43.6853486337,-79.4067397267,5,2,3,2
60,5,68,43.6859314457,-79.4069242127,5,4,4,4
55,13,58,43.67573405,-79.551408627,4,3,3,4
55,7,57,43.676251271,-79.552119041,2,3,3,4
52,7,55,43.676012059,-79.553552325,3,3,3,3
52,13,55,43.675270143,-79.553851772,3,3,3,3
55,20,56,43.701948809,-79.342340022,2,3,3,3
63,8,78,43.7232242004,-79.4942044092,5,4,4,4
63,8,78,43.7234367633,-79.4949764367,5,4,4,4
60,7,63,43.6678764377,-79.3727855269,3,3,4,3
66,4,58,43.726185855,-79.402998395,3,3,4,4
53,12,60,43.750117696,-79.220863337,4,4,2,2
58,22,64,43.754645001,-79.333436109,3,4,4,3
54,7,59,43.6517984976,-79.5625281219,4,3,3,3
85,4,70,43.685962783,-79.417944059,5,3,4,4
73,3,43,43.692447216,-79.482711179,2,3,2,2
58,3,66,43.7090221157,-79.2673794919,5,3,3,3
53,5,70,43.6375255076,-79.5635248549,5,3,4,4
54,16,60,43.651935308,-79.568128213,4,3,3,3
53,3,81,43.59601136,-79.523701265,5,4,4,4
55,7,64,43.5975229121,-79.5232617105,5,3,3,3
63,4,61,43.7266750646,-79.3142450154,5,2,3,3
59,25,78,43.6852911437,-79.4131806469,5,4,4,4
63,9,60,43.7028418981,-79.4393754591,5,3,3,3
63,3,55,43.701718897,-79.451636758,5,3,3,2
53,4,64,43.6884818043,-79.3993292797,5,3,3,3
51,23,57,43.7243235641,-79.5147486407,2,3,3,3
51,23,53,43.7242716939,-79.5134047928,2,3,2,2
49,28,58,43.7242171,-79.510651122,2,3,3,3
73,4,46,43.692294791,-79.482440365,5,3,2,2
85,4,64,43.68592338,-79.418139695,5,3,3,3
89,4,63,43.6654105039,-79.3734599636,5,3,3,3
89,4,65,43.6655473564,-79.3735085585,5,4,3,4
60,7,66,43.59057473,-79.530310285,4,4,3,4
60,7,68,43.5903629605,-79.5313842856,5,3,4,3
74,3,57,43.743239984,-79.4377635242,5,3,2,2
51,21,65,43.6998540886,-79.2849399311,5,4,4,3
51,18,67,43.7002480573,-79.2862500131,5,4,2,3
51,17,66,43.7005263633,-79.285525406,5,4,4,3
70,3,51,43.7427089164,-79.4368688543,2,3,3,3
29,7,66,43.7613478406,-79.323202558,5,4,4,3
67,4,58,43.674781847,-79.38361137,4,3,2,3
68,9,75,43.6741662925,-79.3857275041,5,3,4,4
54,28,77,43.68644645,-79.39101627,5,3,4,4
54,23,75,43.686997323,-79.391011464,5,4,4,4
58,7,56,43.7601500687,-79.3205133557,3,3,3,3
94,4,60,43.6543880918,-79.4216105716,3,3,3,3
69,3,61,43.697269464,-79.4763543388,5,3,3,3
63,3,59,43.6962776134,-79.4460738363,5,3,3,2
63,3,61,43.696203167,-79.446372358,5,3,3,3
54,23,78,43.712680401,-79.393055375,5,4,4,4
73,4,76,43.7290630749,-79.4829377791,5,4,4,4
14,6,76,43.654672754,-79.373968369,4,4,4,4
73,3,61,43.6929246755,-79.4786023031,4,3,3,3
68,4,56,43.6926919823,-79.4790165335,5,3,2,2
46,6,62,43.6347636239,-79.4354387074,4,3,3,3
55,7,42,43.6357752614,-79.4351441471,2,3,2,2
68,7,60,43.6361641445,-79.4351614024,4,3,3,3
54,26,72,43.6547264051,-79.4652848769,4,4,4,3
54,23,76,43.655948159,-79.465424787,5,4,4,3
54,16,77,43.656787584,-79.466157347,5,4,4,3
68,4,56,43.7384211629,-79.4206636772,5,2,3,2
36,3,58,43.6622608263,-79.4069405435,3,3,3,3
63,4,61,43.727010393,-79.3140806139,5,2,3,3
63,4,59,43.7269110332,-79.3147057039,5,2,3,3
62,6,58,43.7711135877,-79.442973232,5,3,3,3
31,6,74,43.7294157081,-79.2774083068,5,4,4,4
138,3,64,43.656179273,-79.40360132,5,3,3,3
83,4,69,43.653379801,-79.467222983,5,3,4,4
64,3,63,43.7480692868,-79.436244411,5,3,3,3
57,9,66,43.7485751194,-79.437302788,5,3,4,3
56,8,63,43.7495949596,-79.4376915029,5,3,3,3
63,6,64,43.753680142,-79.438438017,5,3,3,3
80,4,64,43.6857826187,-79.4189403297,4,3,3,3
80,4,64,43.685911156,-79.418988838,4,3,4,3
83,5,69,43.685357359,-79.419609008,5,3,4,4
63,4,61,43.653020008,-79.451921964,3,4,3,3
9,30,85,43.6859132335,-79.4145838905,5,4,5,4
30,8,52,43.6916984742,-79.4694113226,3,3,2,2
53,19,76,43.754388627,-79.361675806,5,3,4,3
65,3,64,43.6812020963,-79.4931053414,4,3,4,4
67,3,64,43.7324978331,-79.4349702821,5,3,4,3
63,4,62,43.7279658085,-79.3179887258,4,3,2,3
48,4,65,43.6910731495,-79.469713055,4,4,3,3
61,3,48,43.7242519745,-79.2657615108,5,2,1,3
61,4,54,43.7103310717,-79.2701499955,4,2,3,3
63,3,64,43.7105768969,-79.2702122358,5,2,4,3
63,4,69,43.7107990699,-79.2702992344,5,2,4,4
63,5,66,43.7432072766,-79.4350944029,5,3,3,3
65,3,60,43.7428392461,-79.4358673585,4,3,3,2
65,4,61,43.7431564667,-79.4359561971,4,3,3,3
65,4,64,43.7434082463,-79.4360131728,5,3,3,3
31,6,81,43.654570058,-79.45891655,5,4,4,4
64,3,53,43.7318688176,-79.4374660042,3,2,3,3
65,4,62,43.7437026681,-79.4360783017,5,3,3,3
65,4,62,43.7439610802,-79.4361472401,5,3,3,4
72,7,73,43.6975994594,-79.4245680335,5,4,3,3
59,11,80,43.7039163389,-79.4253300731,5,4,4,4
53,15,76,43.7264666233,-79.4864218597,4,3,4,4
58,4,56,43.733771348,-79.433653399,3,3,3,2
98,4,75,43.6888099948,-79.410858201600007,5,4,4,4
73,4,60,43.678223,-79.300058207,5,3,3,3
83,4,59,43.6783240562,-79.2996212727,5,3,3,3
29,6,69,43.679168172,-79.297693338,4,3,3,4
63,4,58,43.6158682454,-79.4878084713,3,3,2,3
64,4,58,43.615736635,-79.4878821357,3,3,2,3
100,4,65,43.6890629777,-79.4118183457,5,3,3,3
100,4,65,43.6890609911,-79.4120929663,5,3,3,4
93,4,80,43.6885521367,-79.4119584322,5,4,4,4
53,6,77,43.6881670254,-79.4141265124,5,4,4,4
70,3,60,43.6853681994,-79.4445572925,5,3,3,3
27,5,75,43.725308739,-79.489424956,5,4,4,3
63,8,76,43.7228254392,-79.4948470378,3,4,4,4
63,3,58,43.7305618491,-79.4356927596,3,3,2,3
52,7,69,43.679427643,-79.296686038,5,3,4,4
88,4,63,43.6793516243,-79.2950478424,5,3,3,4
71,4,65,43.609303547,-79.4892009672,5,4,4,3
71,4,67,43.6093290014,-79.4885909687,5,3,4,3
71,4,63,43.6090432374,-79.4898363283,5,3,3,3
71,4,63,43.6090936183,-79.4886161506,5,4,3,3
53,19,76,43.753559279,-79.362054281,5,3,4,3
53,19,76,43.75370469,-79.360849641,5,3,4,4
63,5,67,43.7266882298,-79.3178088353,5,3,4,3
67,12,66,43.685675216,-79.416929405,5,3,3,4
93,4,63,43.679604386,-79.434318956,4,3,3,3
93,4,61,43.679556649,-79.434507969,4,3,3,3
93,4,64,43.6795294913,-79.4347109535,4,3,3,3
63,3,60,43.696310244,-79.506587145,5,3,3,3
15,3,75,43.6618560972,-79.4293177813,5,3,3,3
55,3,64,43.6945334826,-79.5084369009,5,3,3,3
55,4,61,43.6912694994,-79.4611736756,5,4,3,3
68,4,69,43.7273459768,-79.3025559656,5,3,4,3
63,4,65,43.7275639338,-79.3019458646,5,4,4,2
8,30,85,43.6853118353,-79.4144239839,5,4,5,4
33,6,77,43.654209663,-79.459398889,5,4,4,3
60,6,64,43.7598996821,-79.3227165337,4,3,3,3
66,4,59,43.6350512379,-79.4924601948,5,3,3,3
68,4,63,43.6397937003,-79.4903246449,3,3,3,3
70,4,65,43.635649636,-79.4928351959,5,3,3,4
36,3,60,43.6384884423,-79.4287782888,5,2,3,3
105,3,61,43.690570502999996,-79.400460705,5,3,3,3
61,6,74,43.7609163108,-79.3224297543,5,4,3,3
61,7,62,43.7604077056,-79.3211498347,5,3,3,3
70,6,53,43.705024326,-79.425827726,5,3,2,3
66,4,68,43.728810664,-79.2674784317,5,3,4,4
54,28,74,43.684672949,-79.391651748,5,3,4,4
56,24,79,43.6857858,-79.391174558,4,4,4,4
55,20,62,43.763477245,-79.345900416,3,3,3,3
52,6,60,43.726046622,-79.265909548,5,3,3,2
68,4,60,43.6387928448,-79.4940708914,4,3,3,3
59,15,70,43.7066788107,-79.3906195508,5,3,4,4
67,9,75,43.7083504804,-79.4265525477,5,3,3,4
58,9,62,43.7246901673,-79.4304297831,5,3,3,3
65,7,62,43.675718937,-79.3175243078,4,3,3,3
69,4,59,43.6647200008,-79.5208076953,3,3,3,3
49,18,70,43.638437155,-79.562017823,5,3,4,3
91,4,62,43.643432753,-79.4253164727,1,3,4,3
69,4,74,43.6381743577,-79.485853087,5,4,4,4
69,4,70,43.6383246227,-79.4863398937,5,3,4,4
73,4,64,43.6372671432,-79.489657597,4,4,4,4
71,3,59,43.6369236012,-79.4910603874,4,3,3,3
66,4,59,43.6832687554,-79.4730881792,3,3,3,3
58,4,53,43.683178102,-79.4735022306,3,3,2,3
59,4,51,43.675371432,-79.31815704,4,2,3,3
58,4,54,43.7060211598,-79.4261065793,3,2,3,2
53,6,56,43.7220957338,-79.430056845,5,2,3,2
31,8,70,43.6804703998,-79.5529581707,5,3,3,3
56,12,77,43.7661120765,-79.200010227,2,4,4,4
56,14,73,43.7667315745,-79.1988475843,4,4,4,4
54,16,56,43.6922807906,-79.2871199966,5,3,4,3
36,5,67,43.680524762,-79.3102839398,3,4,4,3
73,5,55,43.638068798,-79.563940807,4,3,2,2
58,9,61,43.6735780658,-79.4030693901,5,3,3,3
53,15,74,43.652443491,-79.570433321,5,3,4,4
56,15,65,43.673984446,-79.4033081754,5,3,3,3
30,3,72,43.625636744,-79.504530803,5,4,3,3
143,3,60,43.6651686384,-79.3714234389,4,3,3,4
53,5,58,43.696411866,-79.541932687,3,3,3,3
71,4,71,43.6384647272,-79.4918242158,5,4,4,4
67,5,73,43.6379480963,-79.4907455213,5,3,4,4
28,3,71,43.6698161288,-79.3176657334,5,4,3,4
47,22,61,43.6939780128,-79.2876990656,5,3,3,3
68,5,65,43.6386817552,-79.4872228094,5,3,4,3
68,5,73,43.639623358,-79.491058309,5,3,4,3
113,3,53,43.663968352,-79.3730104483,3,2,2,2
113,4,56,43.6641575981,-79.3730638878,5,3,2,2
57,8,63,43.639211983,-79.557274574,4,4,3,3
57,8,68,43.6409375291,-79.5581295431,5,4,3,3
63,16,66,43.699266335,-79.517175411,5,4,4,3
52,19,59,43.7762509604,-79.3486061826,2,3,3,3
63,16,68,43.699454099,-79.517762353,5,4,4,3
42,32,76,43.6676849352,-79.3890195894,5,3,4,4
53,16,69,43.782270984,-79.352924184,5,2,4,4
63,3,64,43.7635291966,-79.4550418011,4,3,3,3
44,20,79,43.807671204,-79.271262134,4,4,4,4
44,20,77,43.807552003,-79.272681054,4,4,4,4
68,5,74,43.6357677908,-79.4377979997,5,3,4,4
35,9,81,43.705765956,-79.424733085,5,4,4,3
103,3,69,43.672928934,-79.411230102,5,3,4,4
54,7,54,43.7453896515,-79.5931218294,5,3,2,3
40,12,66,43.770916893,-79.45390216,4,3,3,3
55,23,71,43.6886452093,-79.5034322952,5,3,4,4
64,6,75,43.749436556,-79.548159932,5,3,4,3
60,14,70,43.668753427,-79.392394273,5,4,4,4
93,4,70,43.651822183,-79.471443731,5,3,4,4
67,4,61,43.6360380172,-79.4884023026,5,3,3,3
76,4,65,43.6360787547,-79.4876301384,5,3,3,3
65,4,55,43.6354822227,-79.4882224103,4,3,3,3
58,11,72,43.7264399728,-79.4849202644,5,4,3,4
93,3,74,43.6926904534,-79.3968224321,5,5,4,4
68,4,74,43.6943442455,-79.3975635175,5,4,4,4
73,4,56,43.6115410495,-79.489468582,3,3,3,2
103,3,74,43.6862874018,-79.4225082434,5,4,4,4
68,6,64,43.6873436223,-79.4236433658,4,3,3,3
55,28,65,43.6665543282,-79.3792025495,3,3,3,3
100,3,79,43.6677644838,-79.3730310131,5,4,4,4
68,3,63,43.731237612,-79.463041654,5,4,3,3
93,4,76,43.6844296831,-79.4244100118,5,3,3,3
36,7,81,43.6754765373,-79.4301431233,5,4,4,4
60,7,52,43.707214984,-79.486164406,5,3,3,3
61,6,53,43.706628986,-79.487496518,5,2,3,2
63,6,61,43.7066390346,-79.4883790039,5,3,3,3
68,4,61,43.6109821847,-79.4903809388,5,3,3,3
29,8,58,43.7061669759,-79.4914250122,5,3,2,3
66,3,54,43.6894309704,-79.4969533147,3,3,3,2
55,29,66,43.6680679061,-79.3717553706,5,3,3,4
55,32,63,43.6690780597,-79.3717210615,5,3,3,3
54,32,66,43.6684263291,-79.3704468759,5,3,2,3
63,3,70,43.7189166403,-79.5582979655,5,5,4,3
51,6,67,43.6678434794,-79.4049570473,5,3,3,3
118,4,58,43.6688434904,-79.4042769908,4,3,3,3
31,8,80,43.688688452,-79.296041897,5,4,4,4
15,12,71,43.691326105,-79.50858748,3,4,4,4
84,3,61,43.636297355,-79.429583628,5,3,3,4
61,5,64,43.6346126017,-79.4260955967,5,3,3,3
58,25,66,43.6673389354,-79.3871538262,2,3,3,4
65,4,61,43.6386262832,-79.4911761302,5,3,3,3
54,10,76,43.6889903412,-79.3967288082,5,4,4,4
7,8,93,43.650010077,-79.433231873,5,5,4,4
51,14,69,43.7874657527,-79.331069436,5,3,4,4
53,14,75,43.7880141404,-79.3320111395,5,3,4,4
34,6,74,43.678997338,-79.321136292,5,4,3,4
70,5,53,43.639476269,-79.491647816,4,3,3,2
70,5,52,43.639636427,-79.491738294,4,3,2,2
55,14,70,43.7797579153,-79.3477938007,5,4,4,4
63,16,68,43.781329305,-79.352683264,5,4,4,4
73,3,65,43.7603575234,-79.4631757419,5,3,3,4
62,8,62,43.705350718,-79.424543299,5,2,2,2
37,15,81,43.6853017026,-79.418858111,5,4,4,4
73,3,61,43.7186903951,-79.5590804197,5,3,3,3
61,4,53,43.6382045659,-79.4931680835,3,3,3,2
68,8,76,43.6872902889,-79.3997313945,5,4,4,4
68,4,71,43.6877673793,-79.3997287568,5,4,4,3
68,4,78,43.6882940924,-79.3999022,5,4,4,4
54,22,64,43.6696118145,-79.3706631071,5,2,3,3
11,10,85,43.783662468,-79.444994843,5,4,4,4
47,4,56,43.7677705406,-79.2692020399,5,3,3,3
64,3,68,43.7648967345,-79.4644796149,5,4,3,3
59,4,59,43.6390231144,-79.4931494721,5,3,3,3
69,4,59,43.639073561,-79.4920727048,3,3,3,3
94,6,68,43.6596564148,-79.3760533854,5,3,4,3
68,3,67,43.7323363248,-79.4838831599,5,4,4,4
73,3,69,43.7330831623,-79.4839523321,5,3,3,4
118,3,63,43.6531913676,-79.429272022,5,4,3,3
56,9,72,43.7502134864,-79.488226656,5,4,4,4
54,24,67,43.6708658247,-79.3728064407,5,4,3,3
63,17,64,43.7820891856,-79.4459161033,5,3,4,3
75,3,64,43.6989299659,-79.4057564646,5,3,4,3
72,3,68,43.699066984,-79.4058203443,5,4,4,4
55,15,73,43.75125271,-79.332754959,5,2,3,3
63,3,58,43.7031059337,-79.4169030631,3,3,3,3
58,16,62,43.7822996863,-79.3478742316,4,3,3,4
59,12,60,43.7833167719,-79.4460923651,3,3,3,3
59,8,64,43.7601779836,-79.3325640814,3,4,3,2
60,4,66,43.7603691102,-79.3311358392,5,2,3,3
53,7,56,43.7613537582,-79.3264582333,5,3,1,2
49,15,60,43.7308769994,-79.4396616962,4,3,3,3
97,4,73,43.6859949954,-79.4198611438,5,4,4,4
73,3,68,43.6866154943,-79.4200162678,4,3,3,3
56,20,75,43.7517314,-79.331966044,5,2,4,4
57,16,71,43.777179623,-79.349923805,5,4,4,3
38,3,51,43.6590014035,-79.442459426,4,2,3,3
54,20,58,43.7073903147,-79.4803989264,3,3,3,3
63,7,63,43.770626121,-79.4430060105,5,3,3,3
65,4,69,43.687290954,-79.423401887,3,3,3,3
13,7,81,43.775389788,-79.343955146,5,4,4,4
13,7,77,43.775609539,-79.343036945,5,3,4,4
73,3,51,43.71990129,-79.5147268403,3,3,2,2
73,3,53,43.7198292201,-79.5150038908,4,4,2,2
31,3,67,43.6627487004,-79.4174033542,5,4,4,3
52,24,63,43.663994342,-79.403051376,3,3,3,2
67,3,47,43.6934951479,-79.4820055643,3,2,2,2
63,3,68,43.7195346832,-79.5587174372,5,4,4,3
59,4,76,43.718750712,-79.331003238,5,3,4,3
32,11,77,43.6838774166,-79.4208933191,5,4,4,4
59,4,73,43.7190096,-79.330401851,5,4,4,3
59,4,72,43.719032697,-79.329817672,5,4,3,3
30,3,71,43.6254472366,-79.5057604061,5,3,3,3
68,4,65,43.6932352888,-79.4417901487,3,4,3,4
64,7,58,43.7022933387,-79.4396596089,5,3,3,2
58,19,64,43.669481117,-79.3732918084,5,3,3,4
52,23,69,43.6344400002,-79.4339017768,5,4,3,3
29,3,58,43.6499453573,-79.411506674,3,3,3,2
55,10,59,43.6495469253,-79.5275324793,4,2,3,3
62,8,62,43.704952062,-79.424249279,5,2,3,3
54,12,65,43.7862798518,-79.4468276481,5,3,3,4
63,13,60,43.7898670361,-79.4451703972,3,3,3,3
54,14,63,43.791103408,-79.446789891,5,3,3,3
83,4,59,43.6378752009,-79.4868729596,5,3,3,3
70,4,64,43.6366442394,-79.4899445536,5,3,3,3
67,4,68,43.636826872,-79.491504389,5,3,4,3
65,4,62,43.6371235205,-79.4874115114,5,3,3,2
63,4,69,43.7080980731,-79.4106259149,5,4,3,3
73,3,77,43.7304397598,-79.4596132017,5,2,4,5
57,15,65,43.7798043698,-79.3506939201,5,3,4,4
57,15,68,43.7793188069,-79.3498546485,4,4,4,4
58,16,69,43.7784516563,-79.3501562964,5,3,4,4
93,3,63,43.6494076571,-79.4085775875,3,3,3,3
53,15,69,43.7814235784,-79.3473574848,5,3,4,4
60,4,59,43.5882763733,-79.5428127838,5,2,3,3
51,23,79,43.712248415,-79.395183727,5,4,4,4
51,29,79,43.712415376,-79.393778924,5,4,4,4
56,5,72,43.7676449772,-79.2698659258,4,4,4,4
53,11,63,43.751182532,-79.544580941,5,4,3,3
52,7,66,43.748128033,-79.563243432,5,3,3,3
67,3,73,43.7299426047,-79.4600970756,5,3,4,4
64,3,72,43.7296099778,-79.4593577268,5,4,3,3
68,4,62,43.6981168907,-79.4403546526,5,3,3,3
63,4,65,43.6970039967,-79.4454317501,4,3,3,3
63,20,65,43.6686022914,-79.3782174627,5,3,4,3
50,29,64,43.671614503,-79.378728034,3,3,3,3
63,11,64,43.6382736068,-79.4368190607,5,3,3,3
18,10,79,43.64339526,-79.399965439,5,4,4,4
58,28,65,43.7046374432,-79.440751474,5,4,3,3
31,8,67,43.7399850336,-79.423996848,4,4,4,4
52,11,78,43.6980839027,-79.3005296419,5,4,3,4
52,10,79,43.6983104689,-79.2983347125,5,3,5,3
68,4,60,43.6497102952,-79.498711457,5,3,3,3
93,3,65,43.7044670936,-79.4062239915,5,3,4,3
52,8,77,43.6978931124,-79.298058957,5,4,4,4
52,8,77,43.6985479321,-79.2974887076,5,4,4,4
68,3,61,43.7112480304,-79.403629987,5,3,3,3
68,4,71,43.7107762101,-79.4059080075,5,3,3,4
63,5,60,43.6961891471,-79.4030049168,3,3,3,3
93,3,65,43.7042413494,-79.406228883,5,3,4,3
123,4,52,43.675239791,-79.402243816,5,2,2,2
57,6,65,43.7346398069,-79.3419288019,5,3,3,3
56,13,78,43.6878705594,-79.3990127319,5,4,4,4
58,17,73,43.6881074516,-79.3979987112,5,3,4,4
54,12,67,43.786127991,-79.35066942,5,3,4,3
123,3,53,43.7101147182,-79.4005329944,5,3,2,2
30,14,68,43.7627927481,-79.3478372353,5,4,3,4
73,4,60,43.6148862856,-79.4869596111,5,3,3,3
65,3,57,43.692772378,-79.483091733,5,3,2,3
67,7,66,43.754044974,-79.265154241,5,4,3,3
73,3,44,43.6934431734,-79.4823929149,5,2,2,2
73,3,64,43.6932514595,-79.4827536797,5,2,3,3
66,4,67,43.6931177015,-79.4834759702,5,3,4,4
51,4,58,43.787093865,-79.467715903,4,2,3,3
54,14,73,43.78732482,-79.350960418,5,3,4,4
66,5,60,43.6378675818,-79.4294602213,5,3,3,3
53,15,61,43.792827996,-79.441654119,3,4,3,4
67,4,74,43.7399203058,-79.4200552723,5,4,4,3
62,4,78,43.7407950655,-79.5403431231,5,4,4,4
62,4,74,43.7416741492,-79.5406112434,5,4,3,4
58,3,67,43.7395217352,-79.342024827,5,3,4,3
94,4,77,43.6862643144,-79.4217422251,5,4,4,4
71,4,61,43.6868615929,-79.4228739886,2,3,3,3
58,3,69,43.739250167,-79.3428089774,5,3,4,3
58,3,67,43.739178679,-79.3433554999,5,3,4,3
58,3,56,43.7386011415,-79.3432263203,5,3,3,4
93,3,69,43.6873886469,-79.4223427951,5,3,3,3
68,3,69,43.7385844843,-79.4263900069,5,4,4,3
66,3,67,43.7392131751,-79.4260843237,5,4,4,3
63,3,67,43.7381824127,-79.427971659,5,4,4,4
63,3,59,43.7360202186,-79.4393431716,4,3,3,2
70,3,68,43.7315326231,-79.4618093848,5,4,4,4
70,3,69,43.7314312704,-79.4622110913,5,4,4,4
70,3,69,43.7313244643,-79.4626281636,5,3,3,4
63,3,67,43.731153894,-79.463467697,3,3,3,4
63,3,68,43.731056948,-79.463881566,5,3,3,4
63,4,70,43.729940785,-79.468234305,5,4,3,4
97,4,64,43.6880599836,-79.4241419779,5,3,3,3
83,3,75,43.688844282,-79.425852061,5,3,3,4
67,4,60,43.637018605,-79.488272958,5,3,3,3
67,4,58,43.635353724,-79.491245610000007,5,2,3,3
66,3,68,43.5902952766,-79.5324909265,5,3,3,3
63,4,61,43.6035699967,-79.4939393682,5,3,3,3
56,13,66,43.7370346448,-79.2585189025,5,3,3,4
55,13,67,43.7869738317,-79.3519406664,3,3,4,4
106,3,60,43.6362466824,-79.4390220759,5,3,3,3
73,3,59,43.6396095695,-79.4936460031,5,3,3,3
