age,storeys,score,latitude,longitude,graffiti,cladding,grounds,walkways
67,3,72,43.7325638685,-79.4373956547,5,4,4,4
67,3,56,43.732494717,-79.4377218694,5,3,3,3
66,3,66,43.7317413513,-79.4381699368,5,4,3,3
96,4,68,43.6870714875,-79.3548247563,5,4,4,3
65,3,57,43.7449473955,-79.4355426861,5,3,3,3
70,3,51,43.7451902224,-79.4355554925,3,2,3,3
59,15,70,43.7710438597,-79.4492292912,4,3,3,3
63,3,51,43.7500169368,-79.4379486649,3,3,3,3
70,4,69,43.689344093,-79.477497851,5,3,3,4
70,3,73,43.7043754257,-79.4779098871,5,4,4,4
53,3,66,43.636889686,-79.5635303983,5,3,3,3
61,4,70,43.6993092047,-79.2737528406,5,4,3,3
52,16,49,43.757886117,-79.511912431,4,2,2,2
63,4,55,43.7283659321,-79.228113442,5,3,2,2
64,3,67,43.7048994606,-79.4973466692,5,3,3,4
46,15,72,43.749222652,-79.2207962727,4,4,2,4
68,4,73,43.6874626683,-79.2720047537,5,4,3,4
53,10,54,43.7639678832,-79.2032064832,3,3,3,3
95,4,64,43.66485273,-79.381363791,4,3,3,3
68,3,56,43.6119437281,-79.4894785843,3,3,3,3
53,7,67,43.7620489485,-79.211440469,5,3,4,4
68,4,59,43.6112488436,-79.4897028689,3,3,3,3
96,4,68,43.664758213,-79.381484242,4,3,3,3
47,23,42,43.753301348,-79.586565549,1,3,2,3
47,19,39,43.7544362323,-79.5871043127,1,2,2,3
51,7,64,43.7459657464,-79.5951234793,5,3,3,3
102,3,60,43.663704356,-79.327142442,3,3,3,3
63,7,68,43.685105294,-79.407284173,5,3,3,3
63,8,66,43.68523873,-79.407324904,5,3,3,3
50,3,61,43.7417028619,-79.5393075079,5,3,3,3
73,3,63,43.730876788,-79.4343345171,5,3,3,3
68,4,60,43.663444137,-79.520031316,4,3,3,3
67,3,65,43.7301212379,-79.4376331135,5,3,3,3
67,3,69,43.7306506832,-79.4380380638,4,3,4,4
71,3,61,43.701846021,-79.253208949,5,3,3,3
65,3,67,43.6004906208,-79.5030314026,5,4,4,3
66,3,63,43.6000004031,-79.5135618333,4,3,3,3
67,9,69,43.6354033108,-79.4349062431,5,3,3,4
69,3,55,43.736204601,-79.484886345,4,3,2,3
71,3,51,43.736373339,-79.484931855,4,2,2,2
69,4,63,43.736711483,-79.48501293,5,3,3,3
95,3,68,43.668210902,-79.381025994,4,4,3,3
95,4,67,43.708035598,-79.396523762,5,3,3,3
34,11,75,43.708135683,-79.396161299,5,3,4,3
72,4,69,43.7030609955,-79.4261250612,5,3,3,4
65,4,58,43.6388094067,-79.489549092,5,3,3,3
56,6,70,43.6027168332,-79.4930979742,5,4,3,3
72,5,68,43.6031676706,-79.4934504653,5,3,3,3
85,4,63,43.6959928836,-79.4029240111,5,3,3,3
68,9,64,43.697013865,-79.4032770166,5,3,3,3
54,17,58,43.663368073,-79.358462264,4,3,3,3
51,23,64,43.663569575,-79.357948805,4,3,3,2
64,7,59,43.7615939761,-79.3254030182,5,3,3,2
69,4,54,43.636679641,-79.492405423,3,2,3,2
61,5,67,43.6083356867,-79.5473887151,5,3,4,4
96,3,62,43.6724728988,-79.2898813658,4,3,3,3
75,6,60,43.671964764,-79.374579123,5,4,3,3
64,6,69,43.749611484,-79.54723458,5,3,4,4
95,3,67,43.6673313703,-79.3831025989,4,3,2,3
92,3,63,43.6388153342,-79.4301843033,5,3,3,3
71,3,63,43.70167262,-79.253298302,5,3,4,3
96,4,71,43.689210605,-79.4112219172,5,3,3,3
63,6,53,43.6895687051,-79.3520550359,4,3,3,3
68,4,64,43.6034395527,-79.4942895822,5,3,3,3
66,13,74,43.6941127159,-79.3967271085,5,3,3,4
61,12,66,43.6945745052,-79.3968664872,5,3,3,3
64,5,66,43.594648158,-79.505643653,5,3,4,4
62,3,72,43.7594779981,-79.3164040826,5,3,4,3
70,5,65,43.6396821871,-79.4933367622,5,3,3,3
96,4,71,43.6891841397,-79.411404359,5,3,3,3
61,7,60,43.7607627903,-79.3217087274,5,3,3,4
91,4,56,43.6754276016,-79.277427743,2,4,3,3
91,4,59,43.6754799628,-79.2772204699,3,4,3,3
66,3,56,43.6028075946,-79.5164885645,4,3,3,3
68,4,51,43.689555816,-79.3860183305,3,3,3,3
57,4,81,43.743508705000004,-79.31620178,4,4,4,4
65,4,45,43.7384416423,-79.4861508679,3,2,2,2
98,4,61,43.6680405937,-79.3779246146,4,3,4,3
54,4,59,43.7812689661,-79.2952353294,5,3,3,3
60,6,54,43.738969517,-79.243344993,4,4,3,2
60,6,62,43.739359679,-79.242627100000007,3,3,3,2
68,4,61,43.663899579,-79.520752277,4,3,3,3
68,4,63,43.66460799,-79.520136568,5,3,3,3
68,3,63,43.664117035,-79.519583642,5,3,3,3
68,4,69,43.6009687445,-79.499480988,5,3,3,3
60,6,57,43.7393268153,-79.2437802418,2,5,3,3
69,3,69,43.7095795164,-79.5073998504,5,4,3,4
78,3,68,43.7096316006,-79.5071555325,5,4,4,3
69,3,70,43.7096923975,-79.5068983102,5,4,3,3
69,3,72,43.7097433603,-79.5066462518,5,4,3,4
108,4,49,43.671655465,-79.323701099,2,3,2,2
69,3,69,43.7094051154,-79.5081946065,5,4,3,3
57,5,59,43.6770075216,-79.3095598488,4,2,2,3
63,4,67,43.720768502,-79.40097412,4,3,3,3
73,3,65,43.691914578,-79.342942945,5,3,3,3
65,3,59,43.6891811387,-79.3538144471,5,3,3,3
63,6,57,43.6892398078,-79.3532188818,4,3,2,2
69,14,79,43.7371458262,-79.2565312101,5,4,4,4
65,6,61,43.7287077114,-79.2659054509,5,3,3,3
56,8,66,43.7125446153,-79.4793858958,4,3,3,3
46,12,69,43.7131114472,-79.4796418006,5,3,3,3
65,4,71,43.7173852837,-79.4796573022,5,3,4,3
105,4,47,43.6679778156,-79.3782190635,3,3,1,2
73,4,65,43.676613159,-79.3697198649,4,3,3,3
67,4,68,43.6982817517,-79.3955853975,5,3,3,3
69,4,60,43.636390118,-79.4911570627,5,3,3,3
51,16,78,43.7878204,-79.197530467000007,5,4,4,4
51,14,80,43.7707432757,-79.1878549542,5,4,4,4
63,6,61,43.7717382496,-79.1879055465,3,3,3,3
45,20,75,43.8130997118,-79.325615359,5,5,4,3
68,3,59,43.5927621745,-79.527405433,5,3,3,3
68,3,65,43.592642046,-79.527957262,5,3,3,3
73,3,75,43.6789313612,-79.3134909905,5,3,4,3
63,4,74,43.7269029771,-79.3160560854,5,3,3,4
65,4,85,43.7272222643,-79.3179806814,5,4,5,4
68,4,67,43.6746275863,-79.3751897997,4,3,3,3
73,3,65,43.696926149,-79.475711635,5,3,4,4
69,3,64,43.6964928212,-79.4764300653,5,3,3,4
94,4,63,43.691956596,-79.39570523,5,3,3,3
73,3,63,43.7042226354,-79.3738454238,4,3,3,3
58,5,48,43.7246876159,-79.5089652958,3,3,2,3
89,4,58,43.718571927,-79.400417429,5,3,2,2
58,18,65,43.666995001,-79.406173702,5,3,3,3
63,3,59,43.704354753,-79.3670652416,4,3,3,3
63,3,62,43.7041508326,-79.3662785902,5,3,3,3
53,16,46,43.7812686846,-79.2307597681,3,3,1,3
93,3,60,43.713358222,-79.398875082,4,3,3,3
83,3,81,43.713606404,-79.397782703,5,4,4,4
95,3,73,43.72055353,-79.400838687,5,3,3,3
32,5,70,43.7546186553,-79.2171707539,5,4,4,3
49,19,70,43.7482299219,-79.5783390119,5,3,3,3
56,12,76,43.71148813,-79.393866958,5,3,4,4
63,7,68,43.7325904948,-79.2744267602,5,4,3,3
73,3,66,43.6162416017,-79.4892718985,5,3,3,4
63,3,63,43.7149898693,-79.35960275,5,3,3,3
65,4,63,43.7152123355,-79.3596903826,5,3,3,3
49,7,53,43.7117373497,-79.2708469323,4,3,3,3
104,3,56,43.6668390797,-79.404253282,3,2,3,3
83,4,63,43.6972709992,-79.3716069474,5,3,3,3
62,4,64,43.774699028,-79.440090341,5,3,3,3
54,5,54,43.7337142939,-79.267968421,3,3,2,1
58,24,67,43.6790036577,-79.3612885228,5,3,3,5
63,4,61,43.716980201,-79.400164813,5,3,3,2
64,4,52,43.635816472,-79.491575949,3,3,2,3
58,3,72,43.7260982745,-79.5095108291,5,4,3,4
106,3,60,43.6711166025,-79.2979955323,4,2,2,3
54,9,71,43.687299065,-79.300651307,4,3,4,3
53,24,72,43.687784182,-79.299964232,3,4,4,3
52,29,71,43.687596199,-79.301189477,3,4,4,3
45,18,70,43.7560633856,-79.5872449019,5,3,3,3
66,3,63,43.5956296251,-79.5229429305,5,3,3,3
93,3,72,43.713414936,-79.398583424,5,3,4,4
93,3,58,43.713477488,-79.398290281,4,3,3,3
93,3,60,43.713530331,-79.398012046,5,3,3,3
85,4,61,43.686006092,-79.417750526,5,3,3,3
55,4,67,43.7134790514,-79.2732946837,5,4,3,4
53,23,68,43.6882013885,-79.3003203967,3,4,4,3
68,4,71,43.7276976882,-79.2994488565,5,4,3,4
52,4,64,43.692267101,-79.435055881,5,3,3,3
95,3,55,43.68218998,-79.4195011613,3,3,3,3
65,3,75,43.72911001,-79.342048581,5,3,4,3
53,20,73,43.7035776497,-79.5492233546,5,4,3,3
53,22,74,43.7035776497,-79.5492233546,5,4,4,3
63,4,58,43.73995556,-79.270578917,3,4,3,3
58,3,69,43.7252112669,-79.509276294,5,4,3,3
58,3,69,43.7253655366,-79.5088869667,5,4,3,3
56,7,61,43.7363184014,-79.2689338549,5,3,3,3
68,4,68,43.7279918888,-79.3000339041,5,4,3,3
68,4,75,43.7291106346,-79.2994551436,5,4,4,4
56,18,64,43.7043088813,-79.4391249601,3,3,4,4
64,3,75,43.729582726,-79.342147167,5,3,4,4
37,7,72,43.649212821,-79.425416097,3,4,3,4
58,6,71,43.6976143504,-79.3716799058,5,4,3,3
73,3,63,43.6985850004,-79.3720164996,5,3,3,3
17,4,91,43.7027252983,-79.3737282116,5,5,4,4
58,4,70,43.7128618107,-79.3770362337,5,3,4,3
58,5,64,43.7157230263,-79.377538515,5,3,3,3
68,4,52,43.6356446898,-79.4874066551,3,3,2,3
54,11,63,43.711075654,-79.270595187,5,3,3,4
12,10,71,43.711367099,-79.270721238,5,4,4,4
51,13,56,43.7123365662,-79.2710095666,5,2,2,3
63,6,80,43.675962884,-79.319872249,4,4,4,4
58,3,71,43.7254545938,-79.5093332318,5,4,3,3
58,3,71,43.7256526155,-79.5093932499,5,4,3,3
58,3,71,43.7258913153,-79.5094480402,5,3,3,4
55,7,59,43.745263651,-79.583968046,5,3,2,3
59,12,60,43.7414399001,-79.231653804,4,4,3,3
53,4,66,43.7666358219,-79.196936078,5,4,4,3
52,20,70,43.683273425,-79.357525834,5,3,4,3
70,3,62,43.7391666811,-79.4208996386,5,3,3,3
54,16,63,43.740230303,-79.4225545935,5,3,4,3
49,8,65,43.7080949776,-79.4275758961,5,3,4,3
63,3,66,43.6867361824,-79.3548678509,5,3,3,3
83,4,58,43.6863326216,-79.419981313,2,3,2,2
83,4,61,43.6864991391,-79.4200531796,5,3,2,2
70,5,67,43.7037994792,-79.4264104952,4,3,4,4
56,18,67,43.7032886184,-79.438743858,5,3,3,3
68,4,58,43.737577283,-79.485071395,5,3,2,3
64,3,60,43.7325134552,-79.4840467169,5,3,3,3
69,3,78,43.735338064,-79.484558662,5,4,4,4
55,17,61,43.750216797,-79.515167827,4,3,3,3
53,20,71,43.7313917066,-79.5103100485,5,3,4,4
33,3,63,43.6810655936,-79.3460950974,5,3,3,3
57,17,74,43.6883007663,-79.3508994916,5,3,4,3
61,6,58,43.7587421,-79.2223171477,4,3,3,3
70,4,68,43.6894403206,-79.3567711725,4,3,3,3
61,3,63,43.7552410078,-79.4893788755,4,3,3,3
31,4,74,43.674876223,-79.429093939,5,4,4,3
59,3,77,43.729184156,-79.4799862113,5,4,4,4
63,6,63,43.6380325283,-79.4912275858,5,3,3,3
63,4,69,43.7442254108,-79.4874558876,5,4,3,4
71,3,60,43.6026815249,-79.5170398804,5,3,3,3
60,6,58,43.7589413888,-79.2213676768,5,2,3,3
63,3,54,43.729832928,-79.468851985,4,2,3,3
63,3,56,43.729758711,-79.469616321,4,2,3,3
63,3,56,43.729552423,-79.470558722,3,2,3,3
47,16,48,43.786853839,-79.197805135,2,3,2,2
52,16,57,43.7424264798,-79.2319698725,4,2,3,3
66,3,66,43.7260668342,-79.4036329242,5,3,3,3
74,4,63,43.6502825734,-79.4978680746,5,3,3,3
64,4,70,43.6383454024,-79.4871784566,5,3,3,3
56,13,66,43.751490726,-79.2033413635,5,3,4,4
63,4,75,43.7048608141,-79.4976836362,5,3,4,3
63,4,74,43.7206156071,-79.5067407742,5,4,4,4
63,4,74,43.7205293496,-79.5070896347,5,4,4,4
69,4,64,43.639372903,-79.4944231531,5,3,3,4
69,4,64,43.6395029387,-79.4940316467,5,3,3,4
66,7,74,43.752739742,-79.261076892,3,4,4,4
66,7,73,43.75259236,-79.261009026,3,4,4,4
51,11,64,43.7620164362,-79.2173016754,4,4,3,4
54,7,69,43.740721248,-79.240407141,5,4,3,3
14,5,76,43.6713286257,-79.4059886659,5,4,4,4
54,23,70,43.671869216,-79.406368935,5,3,4,4
67,3,68,43.6652074855,-79.5235149281,5,3,3,4
103,3,57,43.684313363,-79.4114493944,5,2,3,3
93,4,56,43.6830936206,-79.4174370824,3,3,3,3
63,3,70,43.7217833444,-79.5027970015,5,3,3,4
64,6,68,43.6904180968,-79.3451955874,5,3,4,3
17,6,67,43.666313356,-79.446687913,4,3,3,4
73,3,57,43.7075426167,-79.2947631998,5,4,2,3
55,20,78,43.702990612,-79.341462578,5,4,4,3
56,20,60,43.7034875556,-79.3402691534,3,3,3,3
65,3,60,43.7350794611,-79.2480505493,5,3,3,3
65,3,59,43.7352342615,-79.2476716721,5,3,3,3
63,7,73,43.7402230194,-79.2461237293,5,4,3,4
56,12,69,43.7409655734,-79.2446148639,5,4,4,4
63,5,77,43.640530203,-79.488846855,5,4,4,4
38,3,57,43.6540278279,-79.3972570304,2,3,2,3
38,5,74,43.6811775403,-79.3372646974,3,4,3,3
58,5,60,43.7384970558,-79.5771085604,5,3,3,3
52,15,62,43.704957417,-79.503637456,5,3,3,3
63,10,67,43.7066838334,-79.5040013996,5,3,3,4
70,3,52,43.6921996331,-79.4792336091,5,2,2,2
73,3,60,43.7110804111,-79.4781906555,5,3,3,3
93,4,66,43.6838687867,-79.4195252929,5,3,4,4
93,3,67,43.6839669504,-79.4195812784,5,3,4,4
57,14,73,43.682596017,-79.512861413,5,4,4,4
57,14,65,43.683261189,-79.512454519,2,4,4,4
64,3,76,43.589434868,-79.544657833,5,4,3,4
65,4,53,43.6834927001,-79.4726312444,3,3,2,3
67,3,67,43.679807553,-79.430598338,5,3,3,4
15,9,67,43.699376402,-79.502250278,5,3,4,3
59,13,79,43.6837870806,-79.5263097197,5,4,4,4
57,11,60,43.6806469466,-79.5103162763,4,3,3,3
31,4,68,43.7656866774,-79.194946435,5,4,2,4
63,3,60,43.7044245269,-79.4774946495,4,3,3,3
58,12,63,43.6904194773,-79.350649972,5,3,3,3
54,21,87,43.7534828961,-79.2626268384,5,5,3,4
41,22,59,43.6992222546,-79.2778348112,5,2,3,3
62,4,82,43.703038028,-79.501404509,5,4,4,4
49,17,72,43.677126322,-79.556808045,5,3,4,3
62,5,69,43.765315672,-79.184493788,4,3,4,4
63,6,69,43.7036847553,-79.3419933138,5,3,3,3
57,24,58,43.651457871,-79.39239786,3,3,3,3
63,7,69,43.723087588,-79.4957736371,4,3,4,4
58,10,68,43.697986845,-79.38570781,5,3,4,3
64,5,65,43.7292557151,-79.256770973,5,3,4,3
64,5,66,43.7292557151,-79.256770973,5,3,4,4
56,14,68,43.669118585,-79.375955307,4,3,3,4
57,17,73,43.663190582,-79.519535276,4,3,4,4
63,4,69,43.7217705723,-79.499656818,5,4,4,4
63,4,65,43.7217077411,-79.5003328078,4,3,3,4
52,16,61,43.674963269,-79.5693913161,3,3,3,4
35,4,69,43.663437479,-79.373585563,4,4,3,4
63,6,68,43.7040327966,-79.3417955997,5,3,3,3
63,6,69,43.704412098,-79.342361798,5,3,3,3
63,6,68,43.704388503,-79.343145328,3,3,3,3
59,6,69,43.697164457,-79.540156283,4,3,3,3
69,4,63,43.7163206663,-79.4802113728,5,3,3,3
39,3,61,43.719614507,-79.4809196284,5,3,3,2
53,3,55,43.651369768,-79.401162282,5,5,2,3
83,4,58,43.663246011,-79.374195362,4,3,2,3
52,15,73,43.7818699138,-79.2966558581,5,4,4,4
49,15,79,43.7824433575,-79.2956106966,5,4,4,4
49,15,77,43.7836229712,-79.2962340967,5,3,4,5
93,3,63,43.653199472,-79.430277706,5,3,3,3
63,11,66,43.663298218,-79.373807891,4,3,4,4
105,4,60,43.690628939,-79.400166183,5,3,3,3
63,3,66,43.718077388,-79.335977623,5,3,3,3
52,6,54,43.729677828,-79.276229104,5,3,3,3
63,7,77,43.730088232,-79.274600978,5,3,4,4
55,6,71,43.730141875,-79.273996703,5,4,4,3
63,7,59,43.7306169901,-79.271727231,4,4,3,3
56,3,64,43.72849773,-79.575411361,5,3,3,3
56,3,65,43.729325196,-79.57582247,5,3,3,3
60,3,65,43.730245049,-79.576278021,5,3,3,4
60,3,65,43.73108456,-79.576700252,5,3,3,4
55,3,54,43.7206243827,-79.4802007293,5,2,2,3
112,3,56,43.6670615144,-79.3820888651,4,3,2,3
49,13,76,43.7949706591,-79.3170591991,5,4,4,3
49,13,75,43.7947061514,-79.315638344,5,4,4,3
49,14,80,43.7934585291,-79.315225557,5,4,4,4
68,11,64,43.688402926,-79.401606294,5,2,4,4
65,3,68,43.6011294552,-79.5152006499,5,3,4,4
19,8,59,43.670003806,-79.397710763,5,3,3,3
71,4,72,43.6371233389,-79.4904689294,5,4,3,3
58,4,60,43.6368219752,-79.4892158365,4,3,3,3
67,4,64,43.709917503,-79.395277053,5,3,3,3
50,17,72,43.676467695,-79.559152675000007,5,3,4,3
48,3,63,43.732647778,-79.4370443606,5,4,3,2
48,3,70,43.7309298534,-79.4365851209,4,3,4,4
53,10,69,43.757405165,-79.498265941,5,4,3,3
46,13,63,43.7959618631,-79.3147046688,4,3,2,3
64,3,58,43.714044601,-79.452602064,5,2,3,3
56,15,73,43.7649205,-79.204613933,5,4,4,4
95,3,65,43.7057591622,-79.4018857933,5,3,4,4
71,7,59,43.669453576,-79.400154652,5,3,3,3
59,8,67,43.671145731,-79.400916019,5,3,4,4
65,10,64,43.6735332714,-79.4021494997,5,3,3,3
92,4,54,43.6617262315,-79.3719593369,3,2,2,3
63,7,60,43.6618943157,-79.3721159385,5,3,3,4
103,4,64,43.6643516007,-79.3730396358,4,3,4,4
85,9,65,43.687399651,-79.398937696,5,3,4,3
64,4,69,43.685428165,-79.409063969,5,3,4,4
65,3,69,43.7772192847,-79.4056901846,5,3,3,3
64,3,56,43.75301421,-79.451942218,5,3,3,2
58,4,43,43.753481576,-79.453303954,2,3,3,2
44,16,71,43.804482577,-79.1702968406,3,3,3,3
52,4,61,43.754502975,-79.513280684,4,3,2,4
64,4,63,43.6361517,-79.432279824,5,3,4,4
56,3,65,43.730670188,-79.438737082,5,3,4,4
58,5,68,43.6143308517,-79.4872977904,5,3,3,3
58,7,69,43.614181524,-79.487650972,5,3,4,3
93,3,72,43.65297347,-79.4263624139,5,4,4,4
32,4,64,43.6587482686,-79.3702105377,5,4,2,3
93,3,67,43.6689268279,-79.3832377499,5,3,3,3
57,28,66,43.716030297,-79.330923583,5,3,3,3
56,15,71,43.7058910324,-79.3966825426,5,3,4,4
68,3,60,43.705039078,-79.405292084,5,3,3,3
59,10,72,43.711076734,-79.397812745,4,3,3,4
67,4,57,43.7077721579,-79.3852319597,5,3,3,3
66,13,67,43.647785657,-79.5258528138,4,3,4,4
73,3,61,43.6866220791,-79.3348314458,3,3,3,4
64,6,66,43.710035719,-79.384042083,5,3,4,4
58,12,60,43.7099398028,-79.3813648785,5,2,3,3
56,9,58,43.771328418,-79.45270965,4,3,2,3
48,3,67,43.8046081727,-79.1661290396,5,3,3,3
48,3,67,43.8046874624,-79.1658225399,5,3,3,4
48,3,67,43.8047005394,-79.1654577856,5,3,3,4
48,3,65,43.803770364,-79.164808425,4,3,3,3
48,3,64,43.8040886838,-79.1642759209,4,3,3,3
48,3,64,43.8038619612,-79.1641599515,4,3,3,3
48,3,65,43.8035984436,-79.1642967087,5,3,3,3
53,11,65,43.7692028899,-79.4622653177,5,3,3,3
32,3,61,43.662450948,-79.368026345,5,4,3,2
49,14,77,43.794252697,-79.3168863935,5,4,5,4
57,17,58,43.7151786936,-79.3352789539,3,3,3,3
73,4,78,43.712116148,-79.392551914,5,3,4,4
69,6,65,43.6964257075,-79.3720363989,5,3,4,3
75,4,66,43.710960168,-79.393197232,5,4,4,3
66,4,66,43.711301163,-79.392906342,5,4,2,3
43,8,71,43.651581464,-79.374057609,5,3,4,4
71,4,60,43.648996752,-79.494971996,5,3,2,2
62,5,61,43.766129136000004,-79.184866277,2,3,3,3
63,3,61,43.7207064297,-79.4552747615,4,3,3,4
65,3,61,43.7327808039,-79.436442358,5,3,2,3
18,9,68,43.642627982,-79.423024259,5,4,3,3
56,18,74,43.7032633519,-79.4410303906,4,4,4,4
58,9,57,43.766678519,-79.1846446443,3,3,3,3
63,6,68,43.7029007633,-79.3484372243,5,3,3,2
63,6,69,43.7023358316,-79.3484380535,5,3,3,3
94,3,63,43.684541083,-79.4218295295,5,3,3,3
68,6,60,43.6869765748,-79.4221588918,5,3,3,3
14,3,65,43.6870772647,-79.4223633104,5,4,2,3
56,18,76,43.7032932247,-79.4396796908,5,4,4,4
63,5,76,43.685073908,-79.410731333,5,4,4,4
87,4,70,43.722344839,-79.402568504,5,4,3,4
52,29,57,43.695055074,-79.291784761,3,3,3,3
52,10,58,43.695136718,-79.290535808,3,3,3,3
53,14,54,43.7511483154,-79.5114796645,3,2,2,2
63,3,65,43.7416935323,-79.5396641026,5,3,4,3
63,9,59,43.6369589239,-79.435611219,4,3,3,2
58,9,64,43.705715201,-79.425361614,5,3,3,3
63,7,56,43.7023772418,-79.439257763,4,2,2,3
62,14,67,43.709038236,-79.395336521,5,3,4,4
60,7,68,43.732279511,-79.577684699,5,2,3,3
55,7,76,43.7409544272,-79.2260065723,5,4,4,4
54,12,73,43.7418275772,-79.221378358,5,4,4,3
61,7,58,43.6343864114,-79.4346789323,4,3,3,2
68,4,78,43.7132857691,-79.396652141,5,4,4,4
68,4,74,43.7133304232,-79.3963936758,3,4,4,4
65,4,71,43.7129372818,-79.3954667356,3,4,4,3
56,18,70,43.7038823265,-79.4401320066,5,4,4,4
37,5,68,43.7130112493,-79.3661880509,5,3,3,3
48,3,65,43.8042493963,-79.1676352467,5,3,3,3
48,3,66,43.804310025,-79.1674004939,5,3,3,3
48,3,67,43.8043562465,-79.1670746426,5,3,3,3
48,3,66,43.8042090572,-79.1667368141,4,3,4,3
61,3,63,43.6982740751,-79.5624045901,5,4,3,3
55,3,55,43.7657782608,-79.3883472184,5,3,2,2
63,3,64,43.7269710792,-79.4040459316,5,3,3,3
59,19,74,43.7064251605,-79.3912717139,5,3,4,4
73,4,65,43.7097238899,-79.3091926592,4,3,4,3
38,3,60,43.759407247,-79.196109696,3,4,3,3
49,5,68,43.7799731788,-79.2968150642,5,4,3,3
103,4,63,43.6633624229,-79.4182682286,5,3,3,3
65,3,59,43.707942313,-79.376385428,4,3,3,3
52,12,83,43.8013167898,-79.3922896323,5,4,4,4
52,12,86,43.8022250044,-79.3928562051,5,4,5,4
52,12,85,43.8026375756,-79.3940419226,5,4,5,4
10,10,79,43.654807461,-79.365773301,5,4,4,4
71,4,57,43.662703124,-79.521259782,4,3,3,3
71,4,60,43.662712922,-79.520190294,4,3,3,4
59,12,57,43.7853449886,-79.4468063117,2,2,3,3
53,6,72,43.711262957,-79.3919924,5,4,3,3
66,4,74,43.6897638166,-79.3320473561,5,4,4,4
90,4,65,43.6845459232,-79.4192018121,5,3,3,4
63,7,64,43.701234202,-79.441021952,5,3,3,3
59,11,57,43.6381531633,-79.4373955962,5,2,2,2
45,3,63,43.6377806623,-79.4379497225,5,3,3,3
103,4,63,43.6868381071,-79.4220275431,5,3,3,3
27,4,53,43.6619961657,-79.3310761018,4,2,2,3
63,7,66,43.764137239,-79.3173877592,5,4,3,3
51,13,65,43.7774582202,-79.323301522,3,4,3,3
59,6,69,43.7218512738,-79.2442216236,5,3,4,4
59,6,69,43.7220603014,-79.2433036928,5,3,4,4
58,4,61,43.722654944,-79.5130447411,5,3,3,3
94,3,55,43.6804983237,-79.4302086848,2,3,3,3
61,3,61,43.7198931386,-79.5585311012,5,3,3,3
59,6,72,43.7209375824,-79.2430985709,5,3,4,3
58,7,52,43.7212204138,-79.242301179,3,3,2,3
53,3,79,43.595321466,-79.523394934,5,4,3,4
53,3,80,43.595677145,-79.523533337,5,4,4,4
51,3,59,43.6855999673,-79.486207625,5,3,2,3
85,4,61,43.6879366847,-79.4236664523,5,3,3,3
71,5,59,43.6878267633,-79.4247971619,3,3,3,3
66,7,61,43.689882743,-79.435179809,3,3,3,3
86,4,69,43.6746605464,-79.2797118492,5,3,3,3
103,4,67,43.6647859193,-79.455225181,4,3,4,4
95,3,63,43.702860894,-79.38910405,5,3,3,3
82,4,75,43.725849397,-79.401345968,5,4,4,4
59,14,64,43.6371520569,-79.427091443,4,3,3,3
58,13,63,43.7831736555,-79.4474072647,3,4,3,3
70,4,64,43.720608212,-79.4329076447,5,3,3,3
82,4,74,43.7259246541,-79.4020447269,5,4,4,4
82,4,77,43.7256008055,-79.4018955473,5,4,4,4
63,7,71,43.7644344893,-79.3177518192,5,4,4,4
58,15,67,43.7162590007,-79.4298519795,5,3,4,3
86,3,68,43.6871107357,-79.4206390043,5,4,3,2
93,4,64,43.6807286698,-79.3371951618,5,3,3,4
72,3,65,43.7238625563,-79.4167257384,5,4,3,3
33,3,61,43.679932553,-79.3224960568,5,3,3,2
69,7,64,43.672981453,-79.384902282,4,3,3,3
65,3,63,43.708920433,-79.384300946,5,3,3,3
54,19,68,43.6851596052,-79.5132533497,4,3,3,3
50,15,66,43.6846591865,-79.5139674087,3,3,3,3
51,20,65,43.684216417,-79.515234861,4,3,3,3
73,4,63,43.685885734,-79.4229628704,4,3,3,3
58,9,68,43.706292347,-79.422652894,5,4,3,3
86,5,62,43.7028383782,-79.4156643118,5,3,3,3
69,5,62,43.7029404045,-79.4151517899,5,3,3,3
59,13,72,43.7860767435,-79.447735502,5,3,4,3
70,4,64,43.7209195951,-79.432960657,5,3,3,3
91,4,72,43.674568931,-79.279856653,5,3,3,4
97,3,61,43.6538760484,-79.4649817406,4,3,4,4
65,3,56,43.7189395092,-79.5574410842,5,3,3,3
51,3,61,43.7193055449,-79.5575311181,5,3,3,3
69,3,58,43.6833549123,-79.4823636932,5,3,3,3
59,9,60,43.6734652134,-79.4937789732,5,3,3,3
68,4,55,43.686640553,-79.3370117361,3,4,4,4
74,4,53,43.6991289014,-79.425200068,3,3,3,2
80,4,55,43.6649891625,-79.5216401905,3,3,3,2
70,4,61,43.6647873708,-79.521769522,4,3,3,3
65,4,60,43.6981187343,-79.4400469676,5,3,3,3
69,4,60,43.6980271168,-79.4407389878,5,2,3,3
86,3,59,43.696142079,-79.449199473,5,2,3,3
34,5,60,43.6582172963,-79.3407960329,4,3,2,4
70,3,71,43.5900678471,-79.546025288,5,3,4,3
70,3,73,43.5902783298,-79.5461587717,5,4,4,3
59,15,65,43.7719556652,-79.4498156824,5,2,2,3
56,5,68,43.7796385627,-79.2967399834,5,5,4,3
68,3,64,43.6493477344,-79.503797178,4,3,4,4
93,3,60,43.6859334323,-79.3944337437,5,3,2,3
69,4,65,43.6928803857,-79.4420432539,5,3,4,4
61,4,73,43.722088465,-79.306514169,5,4,4,3
